Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Neutral,"#World Cup 2022 is here, so it's time for the traditional question? Who will lift the trophy?

Visit the collection, lots of #World Cup activities:",Neutral,Neutral
Neutral,"LET'S MAKE SOME BOLD PREDICTIONS!
Which Country Wins Qatar 2022 FIFA World Cup? Comment... 

#FIFA #World Cup 2022 #Black Stars #Qatar2022 #Dreamers by Jungkook #Dreamers2022",Neutral,Neutral
Neutral,"Hyper Football Club - MATCH DAY

QATAR vs EUADOR
(Kst 11/21 1:00)

ENGLAND vs IR IRAN
(Kst 11/21 22:00)

Let's cheer on the Support team!

#digital sneakers #World Cup Qatar2022 #World Cup 2022 #hyper sports club #match day #football",Positive,Positive
Neutral,Cry baby cry from opening ceremony until the final of #World Cup 2022,Negative,Negative
Neutral,"Brazil home & away kit 
Size: Small~2XL
Price: 120 cedis 
Customization: 35/40 cedis 

Dm/ WhatsApp  to purchase yours now!

#World Cup 2022 #brazil jersey #Black Stars At Qatar #jersey sgh",Neutral,Neutral
Neutral,"FIFA World Cup 2022 Opening Ceremony  Live

Streams Link:",Neutral,Neutral
Neutral,"we on that #FIFA World Cup #FIFA World Cup 2022 #FIFA World Cup Qatar 2022 #World Cup 2022 #World Cup #copa mundial #copa mundial 2022 #copa mundial mode 
See #cornerman vs #kreiger #germany vs #ecuador #puertorico #usaá For #WWN #wwn proving ground 11-11-22",Neutral,Neutral
Neutral,It's a busy weekend in the middle east .. #Abu Dhabi GP and the #World Cup 2022,Neutral,Neutral
Neutral,"Our #World Cup 2022 Predictions:

Day 1:

Ben: 
Gareth: 

Tweet us yours!",Neutral,Neutral
Neutral,Doors open at 1:30pm at our Traverse City location! #World Cup 2022 #traverse city,Neutral,Neutral
Neutral,Football/Soccer World Cup 2022 Guide and Past World Cups History and Quiz illustrated @,Neutral,Neutral
Neutral,"The Globus Mobile app today is available on Android Play Store and IOS App Store.

#World Cup 2022
#Qatar
#Globus Bank",Neutral,Neutral
Neutral,"Xbox 360 kinect and Xbox 360 original now available with controller and games on it. Shop with us today.

#Xbox #Trump #Games #Food #World Cup #World Cup 2022",Neutral,Neutral
Neutral,K1 SUNDAYS #World Cup 2022,Neutral,Neutral
Neutral,MY BETS FOR #World Cup 2022  WHO YALL GOT?? ,Neutral,Neutral
Neutral,"Unbaised, honest prediction for #World Cup 2022",Neutral,Neutral
Neutral,Are you watching the #World Cup 2022 today?,Neutral,Neutral
Neutral,"World cup in ohio

#World Cup 2022 #World Cup #FIFA World Cup 2022 #football #Qatar World Cup 2022 #Qatar 2022 #Qatar #Ohio #Ohio State Buckeyes #Memes",Neutral,Neutral
Neutral,Olopa go carry everybody for Qatar las las  #World Cup 2022 #Qatar World Cup 2022,Neutral,Neutral
Neutral,"If he wasn't going to call anyone why tell Benzema to leave then? He could've been there and who knows? If he was recovered for the knockout stages he could've been of help. 

#World Cup 2022",Negative,Negative
Neutral,Ecuador players after losing 1-0 to Qatar today #World Cup 2022 ,Neutral,Neutral
Neutral,"What situation isn't improved by a bit of ABBA?

Check out our latest Change the Music, Change the Experience video  

",Positive,Positive
Neutral,Hey! Anyone here would like to make money  out of  #Football #FIFA 2022 QATAR #World Cup 2022 . If you are interested drop me a message.,Neutral,Neutral
Neutral,"2022 FIFA World Cup Opening Ceremony Live

GO Live",Neutral,Neutral
Neutral,"Romelu Lukaku will not play for #Belgium at the #World Cup 2022  until at least their final Group F match against #Croatia, a team source told AFP yesterday.
",Neutral,Neutral
Neutral,"Amir participates in FIFA Executive Football Summit
#Qatar #FIFA #Football Summit Qatar 2022 #World Cup 2022 #FIFA World Cup",Neutral,Neutral
Neutral,"COMMUNITY VOTING SEMIFINALS

Here's how you voted: Argentina, Brazil, France and Portugal are progressing to the next round. 
This leads to these semi final games: 

Argentina vs. Brazil

France vs. Portugal

Vote in the comments
#Sorare #World Cup 2022 #Global Cup 22",Neutral,Neutral
Neutral,"This is #ZakirNaik 
",Neutral,Neutral
Neutral,"#Messi #ronaldo #World Cup 2022 #Qatar World Cup 2022 

Players where Qatar is maybe their last worldcup.

-Christiano ronaldo
-Lionel Messi
-Manuel Neuer
-Olivier Giroud
-Karim Benzema
-Sergio Busquets
-Robert Lewandowski",Neutral,Neutral
Neutral,"#Brazil winning #World Cup 2022 #HEXA

Supporting anyone playing against For obvious reason of saving football & silencing their obnoxious media.
 sorry in advance for another heart break.",Negative,Negative
Neutral,When it only took you 60 minutes to put your #Fantasy Football team together and you're never going to get that time back â #FIFA World Cup #FIFA World Cup 2022 #FIFA World Cup Qatar #FIFA World Cup  Qatar2022 #World Cup #World Cup 2022 #World Cup 2022Qatar #World Cup Qatar2022 #World Cup Fever,Neutral,Neutral
Neutral,"England Vs  Iran
 
Predict the scoreline in the comment section below and get a chance to win a free Beer!  

#competition time #predict and win #correct score #World Cup 2022 #free beer #come on england #spice fusion #food #drink #eat #bar #indian restaurant #Asian",Neutral,Neutral
Neutral,Is anyone actually excited about the World Cup? #World Cup 2022,Neutral,Neutral
Neutral,Team Argentinaá #World Cup 2022,Neutral,Neutral
Neutral,"David Squires on a Qatar World Cup worker's death by natural causes' 
#World Cup 2022 
",Neutral,Neutral
Neutral,"F1 > World Cup 

#AbuDhabiGP #World Cup 2022",Neutral,Neutral
Neutral,I'm completely against Qatar being hosts of the #World Cup 2022 but I will enjoy the football and cheer on the #Three Lions #FIFA World Cup 2022 #FIFA corruption #fifa #Qatar 2022 #Its Coming Home,Negative,Negative
Neutral,Thread: The Corinthian - #World Cup 2022 Special,Neutral,Neutral
Neutral,Who win the World Cup #Qatar World Cup 2022?? #World Cup #World Cup 2022 #Qatar #World #Messi,Neutral,Neutral
Neutral,"Reminder of some #betting tips for the first few days of #World Cup 2022  
Nothing on the opening game ...i'd lean draw half time though",Neutral,Neutral
Neutral,"#World Cup 2022: Saudi Youtuber hands out Palestine scarves

Famous Saudi Arabian Youtuber 'Kamasteka' gives out Palestine scarves and flags to fans ahead of the 2022 World Cup in Qatar.",Neutral,Neutral
Neutral,"There will be no replacement for Karim Benzema, France coach Deschamps confirms.  #Qatar2022

After Kolo-Muani replacing Nkunku, no new changes in France list for the World Cup. 
#World Cup 2022 
#FIFA World Cup",Neutral,Neutral
Neutral,"Q: who is the best #FIFA World Cup mascot of all time?

A: if you know, you know.

Find out if *you* know right...here:",Neutral,Neutral
Neutral,"France coach Didier Deschamps has confirmed there won't be a replacement for injured Karim Benzema
#World Cup 2022 #Qatar2022",Neutral,Neutral
Neutral,"Before you start having ideas, this is how I am built. Don't say I did not warn you 

DJ Cuppy #World Cup 2022  #FIFA World Cup",Neutral,Neutral
Neutral,"My latest:
How are Christians in Qatar feeling about #World Cup 2022? Should Catholics boycott the tournament? The Apostolic Vicar for North Arabia weighs in.",Neutral,Neutral
Neutral,"NEW PODCAST ALERT

#LGBT Rights Senior Researcher at Human Rights Watch to discuss #World Cup 2022 #Qatar 2022 & #FIFA.

Instant Free Play Podcast (No Signup Required)

Listen:",Neutral,Neutral
Neutral,Juventus are reportedly planning to bolster their attack in January and have set their sights on Ajax forward Mohammed Kudus.,Neutral,Neutral
Neutral,"Senza / Without 

*Carbonara without egg 
*Margherita without mozzarella 
*Lasagna without bechamel sauce
*Risotto without broth
*Tiramisu without cocoa

#italia #FIFA World Cup #World Cup #World Cup 2022 #azzurri #vivoazzurro #football #calcio",Neutral,Neutral
Neutral,World Cup widows' are so last decade: New stats show most UK young women will watch Qatar 2022,Neutral,Neutral
Neutral,"Thanks for your World Cup 2022 #Request A Bet. Your request has been passed over to our traders now, we'll be in touch if a price can be offered!

If your request contains one or more of the markets listed please be aware these can take longer to price.",Neutral,Neutral
Neutral,How did a post about Martial and France become about Ronaldo? #World Cup 2022 #FIFA World Cup 2022,Neutral,Neutral
Neutral,"So the latest #World Cup 2022 rumour is that #Qatar have bribed #Ecuador so they can win this afternoon, I wouldn't put it past them saying as they bribed their way to hosting the competition. #Qatar2022 #World Cup",Negative,Negative
Neutral,"#FIFA World CupQatar2022, who will be crowned

Champion - Argentina
Second - Belgium
Third - Netherlands
Best Player - Lionel Messi
Top Scorer - Romero Lukaku
Best Goalkeeper - Alison Becker 
Best Young Player - Pedri 

#World Cup 2022",Neutral,Neutral
Neutral,"The competition begin
#World Cup 2022
#Qatar2022",Neutral,Neutral
Neutral,Anyone know if any of the newspapers have a good #World Cup 2022 pull out wall chart this weekend?,Neutral,Neutral
Neutral,The #FIFA World Cup 2022 in Qatar > 11 short minutes altogether of my personal reflections on the event itself & also on the criticisms levelled at Qatar - via @YouTube :,Neutral,Neutral
Neutral,"Who you would love to hear ? Shakira or Jungkook?
#FIFA World Cup #Shakira Qatar #Shakira #JungKook #BTS #Qatar #World Cup 2022",Neutral,Neutral
Neutral,"As #World Cup 2022 kicks off, we at #HistParl remember Joe Ashton, who chaired the All-Party Parliamentary Group on football from 1992 to 2001. During our #Oral History project, Ashton explained the importance of sport to his career. Read about Joe Ashton",Neutral,Neutral
Neutral,"The national teams are set to do battle at the #World Cup 2022, 
Grab a copy of today's #Mail on Sunday for all your essential weekly telly updates and more",Neutral,Neutral
Neutral,"So it begins...
#World Cup 2022 #Brazil  #Qatar World Cup 2022",Neutral,Neutral
Neutral,"How all Eastenders, Corrie and Emmerdale fans are going to be feeling over the next 4 weeks as their favourite shows will be interrupted #FIFA World CupÊ #FIFA World Cup 2022 #FIFA World Cup Qatar #FIFA World Cup Qatar 2022 #World Cup #World Cup 2022 #World Cup 2022 Qatar #World Cup Qatar 2022",Neutral,Neutral
Neutral,"In case you're playing the @GAFFR_io World Cup Fantasy, do check fellow Tipster's article on team and strategy for MD1.

Also do follow him for updates and other analysis through the World Cup.

#WC Fantasy #World Cup 2022 #GaffrWC",Neutral,Neutral
Neutral,So Qatar have won this game already right? #World Cup #World Cup 2022,Neutral,Neutral
Neutral,#World Cup 2022 Schedule,Neutral,Neutral
Neutral,#World Cup 2022 live: #Qatar2022 prepares for historic opening day,Neutral,Neutral
Neutral,"One simple sign from the players when they score against Iran. That's all, just scrunch & snip #World Cup 2022",Neutral,Neutral
Neutral,"Quick Mathematical question: If Qatar was to donate $1billion to each team they play against at this World Cup, how many billions would they need to win this World Cup?
#World Cup 2022",Negative,Negative
Neutral,"president has agreed to the cleared move of Portuguese star and 5X B'on D'or winner C. R7

#World Cup #World Cup 2022",Neutral,Neutral
Neutral,"Why is the lines man holding two flags?  Explain to me football lovers 

#World Cup 2022",Neutral,Neutral
Neutral,"How to win a Bentley at the 2022 FIFA World Cup? @1xBet_Eng 

See here:",Neutral,Neutral
Neutral,"Place accumulator bets on World Cup & win free bets!

Bet at Megapari
Get a $100 Bonus | use promo code

",Neutral,Neutral
Neutral,But when will Uganda light and shinelike Qatar buildings #FIFA World Cup #Qatar World Cup 2022 #uganda #World Cup 2022,Neutral,Neutral
Neutral,"In case you need reminding

#World Cup #World Cup 2022 #World Cup Of World Cup Kits",Neutral,Neutral
Neutral,Today I feel Yootha Joyce #World Cup 2022,Neutral,Neutral
Neutral,.@Cristiano  .@imessi See who wins . #FIFA World Cup #World Cup 2022,Neutral,Neutral
Neutral,"I'm heading to the World Cup opener today! Time to start the daily predictions...
Qatar beats Ecuador (and the internet will go wild with accusations of bribes and payoffs). 
Bring on the chaos! #World Cup #World Cup 2022 #FIFA World Cup #FIFA World Cup 2022 #Qatar #Ecuador",Neutral,Neutral
Neutral,"According to an expert in strategic political affairs and regional director of the British center in Saudi Arabia, Qatar allegedly bribed eight Ecuador
Exclusive: Qatar bribed eight Ecuador player $7.4 million to lose the opener 1-0 2nd half
 @Mail Sport #World Cup 2022",Negative,Negative
Neutral,"Then there is this one, Al Janoub Stadium | by the late Iraqi  Architect Zaha Hadid, unfortunately she passed on before the completion. Qatar  is single handedly reminding the world of the Islamic civilization. #World Cup 2022",Positive,Positive
Neutral,"Good Morning, The #World Cup 2022 Preview for the Odds On Podcast is LIVE

This week we discuss: 

Group Winners
Big Shocks
Golden Boots 
World Champions

and lots more in 60 minutes of #betting chat for #GamblingTwitter

Click below, get ODDS ON!
",Neutral,Neutral
Neutral,"World Cup 86 on the BBC & ITV
#World Cup #World Cup 2022 #FIFA World Cup #Qatar World Cup 2022 #BBC #ITV",Neutral,Neutral
Neutral,"Will we see #Messi #Ronaldo or #Neymar lifting the #FIFA World Cup in 4 weeks time

Who's your favourites to win the tournament?

#World Cup #World Cup 2022",Neutral,Neutral
Neutral,"FIFA WC 2022: 32 teams set to fight for the prize, Qatar and Ecuador to lock horns in opener

#FIFA World Cup 2022 #football #Qatar #FIFA World Cup #Dreamers 2022 #World Cup 2022 #Worlds 2022 #equador",Neutral,Neutral
Neutral,"Which team do you think will score the first goal? Which team will win? Predict the correct score and win yourself a platter for 4 at Sundowner Hotel. 

#sports #football #World Cup #World Cup 2022 #World Cup fixtures",Neutral,Neutral
Neutral,"Which country/countries are you supporting this World Cup

#World Cup 2022",Neutral,Neutral
Neutral,It's #World Cup 2022 Day Around the WORLD,Neutral,Neutral
Neutral,"What's everyone doing for Qatar 1 Ecuador 0?

#World Cup 2022",Neutral,Neutral
Neutral,"CAF President, Dr Patrice Motsepe paid a visit to African champions Senegal in their hotel ahead of their 
#World Cup 2022 opener.Motsepe is expected to visit the rest of the African reps before their first games.

#World Cup Hub2022 #Qatar 2022",Neutral,Neutral
Neutral,"FIFA WORLD CUP:

Three hundred staff were waiting to serve the 2,000 people in line, breaking into dances and Mexican waves to entertain the queues.
#FIFA World Cup
#World Cup 2022 #LOOK UP TV",Positive,Positive
Neutral,"Qatar VS Ecuador, who will you support? #World Cup 2022",Neutral,Neutral
Neutral,"#I Stand With Johnny Depp #World Cup 2022 #Qatar World Cup 2022 #Amber Heard Is A Liar #Amber Turd #Donald Trump 
#Jamie Lee Curtis is a saint.",Neutral,Neutral
Neutral,"Will Davido perform today?

#FIFA World Cup
#World Cup 2022",Neutral,Neutral
Neutral,"I get England winning the group before defeating Senegal, Denmark & Germany in the semi final before losing to Argentina in the final. #eng #World Cup #World Cup 2022",Neutral,Neutral
Neutral,"

Huge bike rally of Argentinaá fans in Shariatpur town, Bangladesh

#World Cup 2022 Fever #Qatar 2022",Neutral,Neutral
Neutral,"In 2016, the European Football Association opened an investigation into the incident of Celtic fans raising the Palestinian flags in the stands during the match between their team and the Israeli Hapoel Beersheba team in the European Champions League. 
#World Cup 2022",Neutral,Neutral
Neutral,Jour j #World Cup 2022,Neutral,Neutral
Neutral,Spain number one #UnaiSimon has admitted that it is 'a bit crazy' the way #goal keepers are judged following #David de Gea's omission from their #World Cup 2022  squad.,Neutral,Neutral
Neutral,"It's time. 

#World Cup 2022",Neutral,Neutral
